10003	超级飞侠	0.290555556
10003	甜果屋宣传汇总	0.03
10003	小熊维尼与跳跳虎第一季	0.379722223
10003	托马斯和他的朋友们第十四季	0.165555557
10003	猫和老鼠	0.151944444
10003	熊出没之春日对对碰	0.370555555
10003	大军师司马懿之军师联盟	0.35388889
10003	我的前半生	0.39611111
10003	小猪佩奇	0.167222222
10003	大秦帝国之崛起	0.729999998
10003	新西厢记	0.925000001
10003	我们的爱	0.710833334
10003	上古情歌	0.03138889
10003	秦时丽人明月心	0.021666667
10003	异形大战阿凡达	0.203611111
10003	小兔班弟	0.042222223
10003	神偷奶爸(激萌小黄人爆笑追凶)	1.570277779
10003	那年花开月正圆	0.083333333
10003	神偷奶爸(小黄“搅黄”偷月大计)	0.763333335
10003	小公主苏菲亚	0.249444444
10003	西游记	0.030277776
10003	我的仨妈俩爸	0.983611111
10004	分裂(“一美”演绎重人格，北美周末夺冠)	999
10004	破冰船(冰山巨创海船危在旦夕)	499
10004	逆时营救(平行时空，变异互博)	999
10007	家房客：黑斗黑	0.256111111
10012	三生三世十里桃花	2.559722223
10012	幽游白书	0.125000002
10012	蓝精灵：寻找神秘村(“蓝色娘子军”卖萌登场)	1.360277777
10012	巧虎来啦	0.018611112
10012	甜果屋宣传汇总	0.040277779
10012	醉玲珑	0.822777778
10012	海底小纵队	0.201388889
10012	三生三世十里桃花(刘亦菲版“白浅”美出天际)	1.725833335
10012	银河护卫队(漫威史上最佳续集，解星爵身世之谜)	999
10018	自然：黑曼巴蛇-夺命之吻	0.333888888
10018	变形金刚：月黑之时(英雄形象倒塌，擎天柱成阴谋家？)	3.234722222
10018	射雕英雄传	0.799444445
10018	哈利波特：消失的密室	1.065277776
10018	迷	0.157222222
10018	火星情报局第二季	0.934722221
10018	变种章鲨	0.063888888
10018	九层妖塔	0.059722222
10018	斑点狗伦敦大冒险(柯基怎么可能是反派)	1.128611112
10018	机动战士钢弹UC(一个箱子引发的机器人大战)	0.149444446
10018	神枪手(粤语版)	0.701111112
10018	冰河世纪：消融	1.194444446
10018	冰河世纪(奶爸奶妈捣乱侏罗纪)	0.737500001
10018	射雕英雄传(大结局)	0.025277777
10018	心理追凶	0.278611111
10018	城寨英雄	0.23611111
10018	明日世界(末日倒数天)	0.0375
10018	中国新歌声第二季：周董自曝撩妹套路	0.107500001
10018	超时空男臣	0.426944443
10018	同盟	0.693333334
10018	踩过界	0.723333334
10018	寻龙诀(盗墓有门道，不只鬼吹灯)	1.44888889
10018	奔跑吧兄弟第二季	0.272777779
10018	奔跑吧：Baby感动回归	0.064444445
10018	痞子英雄黎明升起(高冷刑警林更新)	0.181666665
